Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
Mustaffa Z.; Sulaiman M.H.; Mohd Azlan F.N.; Saari M.M.,"Mustaffa, Zuriani (54789967400); Sulaiman, Mohd Herwan (55336854400); Mohd Azlan, Fathihah Nabilah (60199632400); Saari, Mohd Mawardi (57220107330)",54789967400; 55336854400; 60199632400; 57220107330,Hybrid Barnacles Mating Optimizer-Extreme Gradient Boosting for Forecasting Cooling and Heating Loads in Commercial Buildings,2026,Lecture Notes in Mechanical Engineering,,,,49,61,12,0,10.1007/978-981-96-7703-0_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022177973&doi=10.1007%2f978-981-96-7703-0_5&partnerID=40&md5=13c863960b26914c28fd538a94280885,Conference paper,Final,,Scopus,2-s2.0-105022177973
Saari M.M.; Sulaiman M.H.; Che Lah N.A.; Aziz Z.; Sakai K.; Kiwa T.; Tsukada K.,"Saari, Mohd Mawardi (57220107330); Sulaiman, Mohd Herwan (55336854400); Che Lah, Nurul Akmal (37055955600); Aziz, Zulkifly (57220106807); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",57220107330; 55336854400; 37055955600; 57220106807; 55453019800; 6603908017; 7201442097,Properties of single- and multi-core magnetic nanoparticles assessed by magnetic susceptibility measurements,2021,Journal of Magnetism and Magnetic Materials,528,,167812,,,,7,10.1016/j.jmmm.2021.167812,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102120553&doi=10.1016%2fj.jmmm.2021.167812&partnerID=40&md5=de0f7ca8693b42354ffa2c91fe307d8f,Article,Final,,Scopus,2-s2.0-85102120553
Ahmad H.; Othman N.A.; Saari M.M.; Ramli M.S.; Bakar B.H.A.,"Ahmad, Hamzah (35304432800); Othman, Nur Aqilah (56028974800); Saari, Mohd Mawardi (57220107330); Ramli, Mohd Syakirin (26435494400); Bakar, Bakiss Hiyana Abu (57211642898)",35304432800; 56028974800; 57220107330; 26435494400; 57211642898,Data association analysis in simultaneous localization and mapping problem,2019,International Journal of Integrated Engineering,11,4,,112,118,6,2,10.30880/ijie.2019.11.04.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074705115&doi=10.30880%2fijie.2019.11.04.012&partnerID=40&md5=6c0cedc4344476895494af86f03c563b,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85074705115
Ahmad H.; Din N.I.Z.M.; Saari M.M.; Othman N.A.; Ramli M.S.,"Ahmad, Hamzah (35304432800); Din, Nur Ismahani Zulaikha Mohd (59835365000); Saari, Mohd Mawardi (57220107330); Othman, Nur Aqilah (56028974800); Ramli, Mohd Syakirin (26435494400)",35304432800; 59835365000; 57220107330; 56028974800; 26435494400,ROS Based Mobile Robot Navigation with Imperfect Data Association,2024,Lecture Notes in Electrical Engineering,1212 LNEE,,,301,311,10,0,10.1007/978-981-97-3847-2_26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004721232&doi=10.1007%2f978-981-97-3847-2_26&partnerID=40&md5=ade753466149cb7b8fe4e5ac33bc2ad3,Conference paper,Final,,Scopus,2-s2.0-105004721232
Sulaiman M.H.; Mustaffa Z.; Aliman O.; Saari M.M.; Mohamad A.J.,"Sulaiman, Mohd Herwan (55336854400); Mustaffa, Zuriani (54789967400); Aliman, Omar (24733710900); Saari, Mohd Mawardi (57220107330); Mohamad, Ahmad Johari (55661950400)",55336854400; 54789967400; 24733710900; 57220107330; 55661950400,Solving Combined Economic and Emission Load Dispatch Using Cohesive Meta-heuristic Approach,2022,Lecture Notes in Electrical Engineering,770,,,1043,1052,9,0,10.1007/978-981-16-2406-3_76,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116473731&doi=10.1007%2f978-981-16-2406-3_76&partnerID=40&md5=eb06178c15b8204b04f1f2268f8c7fad,Conference paper,Final,,Scopus,2-s2.0-85116473731
Tsunashima K.; Jinno K.; Hiramatsu B.; Fujimoto K.; Sakai K.; Kiwa T.; Saari M.M.; Tsukada K.,"Tsunashima, Kenta (57209458076); Jinno, Katsuya (57209457105); Hiramatsu, Bunta (57209451336); Fujimoto, Kayo (57209456626); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Saari, Mohd Mawardi (57220107330); Tsukada, Keiji (7201442097)",57209458076; 57209457105; 57209451336; 57209456626; 55453019800; 6603908017; 57220107330; 7201442097,Laser monitoring of dynamic behavior of magnetic nanoparticles in magnetic field gradient,2020,AIP Advances,10,1,15025,,,,2,10.1063/1.5130167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077998497&doi=10.1063%2f1.5130167&partnerID=40&md5=50a0f8a97faefa32e8af076bc2458f42,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85077998497
Fuzlin A.F.; Samsudin A.S.; Saari M.M.; Sulaiman M.H.,"Fuzlin, A.F. (57201860083); Samsudin, A.S. (54893526100); Saari, M.M. (57220107330); Sulaiman, M.H. (55336854400)",57201860083; 54893526100; 57220107330; 55336854400,Enhanced Ionic Conductivity in Plasticized Alginate-Polymer Electrolytes,2026,Lecture Notes in Mechanical Engineering,,,,63,71,8,0,10.1007/978-981-96-7703-0_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022212124&doi=10.1007%2f978-981-96-7703-0_6&partnerID=40&md5=596f7ee27f87dc6801768e54759b1e39,Conference paper,Final,,Scopus,2-s2.0-105022212124
Sulaiman M.H.; Mustaffa Z.; Saari M.M.,"Sulaiman, Mohd Herwan (55336854400); Mustaffa, Zuriani (54789967400); Saari, Mohd Mawardi (57220107330)",55336854400; 54789967400; 57220107330,Using the Barnacles Mating optimizer for economic emission load dispatch problems; [Wykorzystanie algorytmu Barnbacles Mating do optymalizacji przesyłu energii uwzględniającej emisję],2020,Przeglad Elektrotechniczny,96,7,,141,144,3,4,10.15199/48.2020.07.26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090971238&doi=10.15199%2f48.2020.07.26&partnerID=40&md5=073cb963f7303e9596fb903c59ea015e,Article,Final,,Scopus,2-s2.0-85090971238
Sulaiman M.H.; Mustaffa Z.; Saari M.M.; Abas M.F.,"Sulaiman, Mohd Herwan (55336854400); Mustaffa, Zuriani (54789967400); Saari, Mohd Mawardi (57220107330); Abas, Mohammad Fadhil (24733967900)",55336854400; 54789967400; 57220107330; 24733967900,Wind power forecasting with metaheuristic-based feature selection and neural networks,2024,Cleaner Energy Systems,9,,100149,,,,4,10.1016/j.cles.2024.100149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205312174&doi=10.1016%2fj.cles.2024.100149&partnerID=40&md5=2c9bd85ef71a1fc956fde3291e56239c,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85205312174
Hadi Putera Zaini M.A.; Mawardi Saari M.; Nadzri N.A.; Ab Aziz Z.; Halil A.M.; Jamil Sulaiman Hanifah A.,"Hadi Putera Zaini, Mohd Aufa (57207994127); Mawardi Saari, Mohd (57220107330); Nadzri, Nurul A'in (57201859397); Ab Aziz, Zulkifly (57220106807); Halil, Aiman Mohd (57192875407); Jamil Sulaiman Hanifah, Ahmad (57220103046)",57207994127; 57220107330; 57201859397; 57220106807; 57192875407; 57220103046,Development of an Unsaturated Differential Magnetic Probe for the Visualization of Back-side Slits with Different Directions on Carbon Steel Plate,2020,"2020 11th IEEE Control and System Graduate Research Colloquium, ICSGRC 2020 - Proceedings",,,9232487,1,4,3,3,10.1109/ICSGRC49013.2020.9232487,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096926089&doi=10.1109%2fICSGRC49013.2020.9232487&partnerID=40&md5=5cd8eedecec03550f7133e31ac7c5858,Conference paper,Final,,Scopus,2-s2.0-85096926089
Kishimoto K.; Kuroda H.; Tsubota M.; Yamashita K.; Wang J.; Sakai K.; Saari M.M.; Kiwa T.,"Kishimoto, Kouhei (57970519400); Kuroda, Hiroto (59778626500); Tsubota, Misaki (57969357900); Yamashita, Kei (57969592100); Wang, Jin (57195992038); Sakai, Kenji (55453019800); Saari, Mohd Mawardi (57220107330); Kiwa, Toshihiko (6603908017)",57970519400; 59778626500; 57969357900; 57969592100; 57195992038; 55453019800; 57220107330; 6603908017,Dispersion of Fe3O4 Nanoparticle Beads Driven by Femtosecond Laser Pulses for Quantitative Magnetic Immunoassay Measurements,2022,ACS Applied Nano Materials,5,11,,17258,17263,5,5,10.1021/acsanm.2c04399,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142184550&doi=10.1021%2facsanm.2c04399&partnerID=40&md5=d63fa5f6ac31c0bc8bc41826bac22677,Article,Final,,Scopus,2-s2.0-85142184550
Sulaiman M.H.; Mustaffa Z.; Saari M.M.; Daniyal H.; Musirin I.; Daud M.R.,"Sulaiman, Mohd Henwan (55336854400); Mustaffa, Zuriani (54789967400); Saari, Mohd Mawardi (57220107330); Daniyal, Hamdan (57191624414); Musirin, Ismail (8620004100); Daud, Mohd Razali (57004537100)",55336854400; 54789967400; 57220107330; 57191624414; 8620004100; 57004537100,Barnacles mating optimizer: An evolutionary algorithm for solving optimization,2019,"Proceedings - 2018 IEEE International Conference on Automatic Control and Intelligent Systems, I2CACIS 2018",,,8603703,99,104,5,44,10.1109/I2CACIS.2018.8603703,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061712365&doi=10.1109%2fI2CACIS.2018.8603703&partnerID=40&md5=3c3b6def11bef9bb8a85e0d1e6ba367c,Conference paper,Final,,Scopus,2-s2.0-85061712365
Che Lah N.A.; Mesran M.N.; Saari M.M.,"Che Lah, Nurul Akmal (37055955600); Mesran, Muhammad Nasrulamin (57216873397); Saari, Mohd Mawardi (57220107330)",37055955600; 57216873397; 57220107330,Frequency-dependent of AC susceptibility in chitosan oligosaccharide-Ag nanostructures,2020,Journal of Alloys and Compounds,835,,155366,,,,4,10.1016/j.jallcom.2020.155366,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085119402&doi=10.1016%2fj.jallcom.2020.155366&partnerID=40&md5=e4190a3ccdfbb90d4bfcbf63a7f666c5,Article,Final,,Scopus,2-s2.0-85085119402
Saari M.M.; Suhaimi N.S.; Sulaiman M.H.; Che Lah N.A.; Sakai K.; Kiwa T.; Tsukada K.,"Saari, Mohd Mawardi (57220107330); Suhaimi, Nazatul Shareena (57211346068); Sulaiman, Mohd Herwan (55336854400); Che Lah, Nurul Akmal (37055955600); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",57220107330; 57211346068; 55336854400; 37055955600; 55453019800; 6603908017; 7201442097,Influence of Viscosity on Dynamic Magnetization of Thermally Blocked Iron Oxide Nanoparticles Characterized by a Sensitive AC Magnetometer,2019,Journal of Superconductivity and Novel Magnetism,32,9,,2765,2772,7,7,10.1007/s10948-019-5031-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061066649&doi=10.1007%2fs10948-019-5031-6&partnerID=40&md5=e50290ed75cf1a33f293f858bdb1dea8,Article,Final,,Scopus,2-s2.0-85061066649
Saari M.M.; Sulaiman M.H.; Ahmad H.; Lah N.A.C.; Sakai K.; Kiwa T.; Tsukada K.,"Saari, Mohd Mawardi (57220107330); Sulaiman, Mohd Herwan (55336854400); Ahmad, Hamzah (35304432800); Lah, Nurul Akmal Che (37055955600); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",57220107330; 55336854400; 35304432800; 37055955600; 55453019800; 6603908017; 7201442097,A benchtop induction-based AC magnetometer for a fast characterization of magnetic nanoparticles,2022,Engineering Research Express,4,2,25047,,,,4,10.1088/2631-8695/ac78c8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142732486&doi=10.1088%2f2631-8695%2fac78c8&partnerID=40&md5=ae031af6dba26217482fb6e711c8a655,Article,Final,,Scopus,2-s2.0-85142732486
Tsukada K.; Shobu H.; Goda Y.; Kobara T.; Sakai K.; Kiwa T.; Saari M.M.,"Tsukada, Keiji (7201442097); Shobu, Hiroto (57210846114); Goda, Yuto (57204148592); Kobara, Takumi (57210845708); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Saari, Mohd Mawardi (57220107330)",7201442097; 57210846114; 57204148592; 57210845708; 55453019800; 6603908017; 57220107330,Integrated Magnetic Sensor Probe and Excitation Wire for Nondestructive Detection of Submillimeter Defects,2019,IEEE Magnetics Letters,10,,8809197,,,,14,10.1109/LMAG.2019.2936392,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071689529&doi=10.1109%2fLMAG.2019.2936392&partnerID=40&md5=1537e0e7f7f490139abfd999a4b30857,Article,Final,,Scopus,2-s2.0-85071689529
Nadzri N.A.; Saari M.M.; Razali S.; Mohamed M.R.; Ahmad H.,"Nadzri, Nurul A’in (57201859397); Saari, Mohd Mawardi (57220107330); Razali, Saifuddin (36810405400); Mohamed, Mohd Rusllim (15072061400); Ahmad, Hamzah (35304432800)",57201859397; 57220107330; 36810405400; 15072061400; 35304432800,Detection of metallic contaminant in aluminium soda can using TMR sensor,2018,Lecture Notes in Mechanical Engineering,0,9.78981E+12,,527,535,8,2,10.1007/978-981-10-8788-2_47,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046255629&doi=10.1007%2f978-981-10-8788-2_47&partnerID=40&md5=da16a60e8f51ecc8495e8297fbe89e3a,Book chapter,Final,,Scopus,2-s2.0-85046255629
Saari M.M.; Sulaiman M.H.; Kiwa T.,"Saari, Mohd Mawardi (57220107330); Sulaiman, Mohd Herwan (55336854400); Kiwa, Toshihiko (6603908017)",57220107330; 55336854400; 6603908017,Estimation of Core Size Distribution of Magnetic Nanoparticles Using High-Tc SQUID Magnetometer and Particle Swarm Optimizer-Based Inversion Technique,2024,IEICE Transactions on Electronics,E107.C,6,,176,182,6,2,10.1587/transele.2023SEP0002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195791566&doi=10.1587%2ftransele.2023SEP0002&partnerID=40&md5=df4716d78dda111c2eced1c5e1d519f5,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85195791566
Man A.E.C.; Wahab Y.A.; Talip Yusof N.A.; Aw S.R.; Saari M.M.; Rahim R.A.; Yu S.Y.,"Man, Ain Eazriena Che (58659322100); Wahab, Yasmin Abdul (57193422873); Talip Yusof, Nurhafizah Abu (57208004036); Aw, Suzanna Ridzuan (56024176600); Saari, Mohd Mawardi (57220107330); Rahim, Ruzairi Abdul (59632154500); Yu, Sia Yee (58659120400)",58659322100; 57193422873; 57208004036; 56024176600; 57220107330; 59632154500; 58659120400,REVEALING THE UNSEEN: A BRIEF REVIEW OF INVASIVE AND NON-INVASIVE PROCESS TOMOGRAPHY IN INDUSTRY,2025,Jurnal Teknologi,87,4,,793,807,14,0,10.11113/jurnalteknologi.v87.23257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009346428&doi=10.11113%2fjurnalteknologi.v87.23257&partnerID=40&md5=30bf1fce440e34d86822a13a3a8ac0dd,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105009346428
Aziz Z.; Saari M.M.; Zaini M.A.H.P.; Nadzri N.A.; Chin S.Y.,"Aziz, Zulkifly (57220106807); Saari, Mohd Mawardi (57220107330); Zaini, Mohd Aufa Hadi Putera (57207994127); Nadzri, Nurul A’in (57201859397); Chin, Sim Yee (56374296600)",57220106807; 57220107330; 57207994127; 57201859397; 56374296600,Enhancing a loosely coupled inductive wireless power transfer system for LED-driven slurry photocatalytic reactors,2024,Journal of Microwave Power and Electromagnetic Energy,58,3,,207,232,25,0,10.1080/08327823.2024.2378669,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198522685&doi=10.1080%2f08327823.2024.2378669&partnerID=40&md5=0040517fcb3a658a99bdacb448ba1cf0,Article,Final,,Scopus,2-s2.0-85198522685
Saari M.M.; Zaini M.A.H.P.; Yusdi U.S.M.; Nadzri N.A.; Sulaiman M.H.; Kiwa T.,"Saari, Mohd Mawardi (57220107330); Zaini, Mohd Aufa Hadi Putera (57207994127); Yusdi, Ummi Sabihah MOHD (58764154900); Nadzri, Nurul Ain (57201859397); Sulaiman, Mohd Herwan (55336854400); Kiwa, Toshihiko (6603908017)",57220107330; 57207994127; 58764154900; 57201859397; 55336854400; 6603908017,Assessment Of Surface Corrosion On Carbon Steel Plates Using A Differential Fluxgate Probe,2023,Przeglad Elektrotechniczny,2023,12,,207,210,3,0,10.15199/48.2023.12.37,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179816070&doi=10.15199%2f48.2023.12.37&partnerID=40&md5=c984acdeb1431b352736622857a255bc,Article,Final,,Scopus,2-s2.0-85179816070
Azman F.A.; Daud M.R.; Mohamed A.I.; Irawan A.; Ismail R.M.T.R.; Saari M.M.,"Azman, Farah Adiba (58255868000); Daud, Mohd Razali (57004537100); Mohamed, Amir Izzani (53984855400); Irawan, Addie (47061492200); Ismail, R. M. Taufika R. (31767699700); Saari, Mohd Mawardi (57220107330)",58255868000; 57004537100; 53984855400; 47061492200; 31767699700; 57220107330,Camera Orientation Determination Based on Copper Wire Spool Shape,2020,Lecture Notes in Electrical Engineering,632,,,205,218,13,1,10.1007/978-981-15-2317-5_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083075362&doi=10.1007%2f978-981-15-2317-5_18&partnerID=40&md5=dd3135b02513320e2d8ca30a261faa8b,Conference paper,Final,,Scopus,2-s2.0-85083075362
Sulaiman M.H.; Mustaffa Z.; Saari M.M.; Daniyal H.; Mohamad A.J.; Othman M.R.; Mohamed M.R.,"Sulaiman, Mohd Herwan (55336854400); Mustaffa, Zuriani (54789967400); Saari, Mohd Mawardi (57220107330); Daniyal, Hamdan (57191624414); Mohamad, Ahmad Johari (55661950400); Othman, Mohd Rizal (34979141200); Mohamed, Mohd Rusllim (15072061400)",55336854400; 54789967400; 57220107330; 57191624414; 55661950400; 34979141200; 15072061400,Barnacles Mating Optimizer Algorithm for Optimization,2019,Lecture Notes in Electrical Engineering,538,,,211,218,7,7,10.1007/978-981-13-3708-6_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063479206&doi=10.1007%2f978-981-13-3708-6_18&partnerID=40&md5=21d879b5d085a809cc5a3d183eaac3dd,Conference paper,Final,,Scopus,2-s2.0-85063479206
Yamashita K.; Kishimoto K.; Kuroda H.; Wang J.; Sakai K.; Saari M.M.; Kiwa T.,"Yamashita, K. (57969592100); Kishimoto, K. (57970519400); Kuroda, H. (59778626500); Wang, J. (58463467400); Sakai, K. (55453019800); Saari, M.M. (57220107330); Kiwa, T. (6603908017)",57969592100; 57970519400; 59778626500; 58463467400; 55453019800; 57220107330; 6603908017,Aggregation of Magnetic Nanoparticles in Biological Solvents Evaluated by HTS-SQUID Magnetic Immunoassay System,2023,IEEE Transactions on Applied Superconductivity,33,5,1600405,,,,3,10.1109/TASC.2023.3239830,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147280052&doi=10.1109%2fTASC.2023.3239830&partnerID=40&md5=36859abf0892dae9c78619ca1d7de8f3,Article,Final,,Scopus,2-s2.0-85147280052
Ludin N.K.; Sulaiman M.H.; Daud M.R.; Saari M.M.; Mohamed A.I.; Jamil M.K.M.,"Ludin, Nurasilah Khamar (57206465875); Sulaiman, Mohd Herwan (55336854400); Daud, Mohd Razali (57004537100); Saari, Mohd Mawardi (57220107330); Mohamed, Amir Izzani (53984855400); Jamil, Mohamad Kamarol Mohd (57220854523)",57206465875; 55336854400; 57004537100; 57220107330; 53984855400; 57220854523,Effect of different edge radius of electrode on electric field distribution using finite element method (FEM),2019,"Proceedings - 2018 IEEE International Conference on Automatic Control and Intelligent Systems, I2CACIS 2018",,,8603687,94,98,4,2,10.1109/I2CACIS.2018.8603687,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061726875&doi=10.1109%2fI2CACIS.2018.8603687&partnerID=40&md5=2766b3c449b6ebf72b2ad089a340aa95,Conference paper,Final,,Scopus,2-s2.0-85061726875
Saari M.M.; Nadzri N.A.; Zaini M.A.H.P.; Sulaiman M.H.; Kiwa T.,"Saari, Mohd Mawardi (57220107330); Nadzri, Nurul Aiin (57201859397); Zaini, Mohd Aufa Hadi Putera (57207994127); Sulaiman, Mohd Herwan (55336854400); Kiwa, Toshihiko (6603908017)",57220107330; 57201859397; 57207994127; 55336854400; 6603908017,Simulation Study of Orthogonal Eddy Current Excitation Technique for Detection of Multi-Orientation Slit,2024,"2024 International Conference on System Science and Engineering, ICSSE 2024",,,,,,,0,10.1109/ICSSE61472.2024.10608893,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202431351&doi=10.1109%2fICSSE61472.2024.10608893&partnerID=40&md5=f651cd5fc7579d35fcba51fea0a121b7,Conference paper,Final,,Scopus,2-s2.0-85202431351
Saari M.M.; Mohamed D.; Johari N.H.; Ismail A.,"Saari, Mohd Mawardi (57220107330); Mohamed, Danial (57190224621); Johari, Nasrul Hadi (41761458900); Ismail, Abdullah (59302974400)",57220107330; 57190224621; 41761458900; 59302974400,Development of LC Resonant-Based Capacitance Sensor for Moisture Content Evaluation in Paddy Seeds,2026,Lecture Notes in Mechanical Engineering,,,,207,214,7,0,10.1007/978-981-96-7703-0_20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022208682&doi=10.1007%2f978-981-96-7703-0_20&partnerID=40&md5=4f65d0c3862bc8d47dcb9efdef3f6ef3,Conference paper,Final,,Scopus,2-s2.0-105022208682
Mohamed D.; Saari M.M.; Ismail A.,"Mohamed, Danial (57190224621); Saari, Mohd Mawardi (57220107330); Ismail, Abdullah (59302974400)",57190224621; 57220107330; 59302974400,Evaluation of Differential Capacitance Technique in LC Resonant-Based Capacitance Sensor for Moisture Content Detection in Paddy Seeds,2024,"2024 International Conference on System Science and Engineering, ICSSE 2024",,,,,,,0,10.1109/ICSSE61472.2024.10608925,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202436490&doi=10.1109%2fICSSE61472.2024.10608925&partnerID=40&md5=9f2bf765ed062de3afa8e8c9e5e88dcd,Conference paper,Final,,Scopus,2-s2.0-85202436490
Saari M.M.; Nadzri N.A.; Halil A.M.; Ishak M.; Sakai K.; Kiwa T.; Tsukada K.,"Saari, M.M. (57220107330); Nadzri, N.A. (57201859397); Halil, A.M. (57192875407); Ishak, M. (55545861661); Sakai, K. (55453019800); Kiwa, T. (6603908017); Tsukada, K. (7201442097)",57220107330; 57201859397; 57192875407; 55545861661; 55453019800; 6603908017; 7201442097,Design of eddy current testing probe for surface defect evaluation,2019,International Journal of Automotive and Mechanical Engineering,16,1,,6357,6367,10,15,10.15282/ijame.16.1.2019.19.0481,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063629740&doi=10.15282%2fijame.16.1.2019.19.0481&partnerID=40&md5=7a25890a86582c6a130af49594a07c38,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85063629740
Lah N.A.C.; Johan M.R.; Samykano M.; Saari M.M.,"Lah, Nurul Akmal Che (37055955600); Johan, Mohd Rafie (8727448400); Samykano, Mahendran (57192878324); Saari, Mohd Mawardi (57220107330)",37055955600; 8727448400; 57192878324; 57220107330,Truncated and spheroidal Ag nanoparticles: a matter of size transformation,2018,Colloid and Polymer Science,296,1,,121,131,10,5,10.1007/s00396-017-4230-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034226428&doi=10.1007%2fs00396-017-4230-6&partnerID=40&md5=5bc0133be51507c64b0033cbb38837d2,Article,Final,,Scopus,2-s2.0-85034226428
Miyazaki S.; Kasuya S.; Saari M.M.; Sakai K.; Kiwa T.; Tsukamoto A.; Adachi S.; Tanabe K.; Tsukada K.,"Miyazaki, Shingo (55566509100); Kasuya, Syohei (56202255700); Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukamoto, Akira (7005825806); Adachi, Seiji (55532929400); Tanabe, Keiichi (7401523414); Tsukada, Keiji (7201442097)",55566509100; 56202255700; 57220107330; 55453019800; 6603908017; 7005825806; 55532929400; 7401523414; 7201442097,DC current distribution mapping system of the solar panels using a HTS-SQUID gradiometer,2014,Journal of Physics: Conference Series,507,PART 4,42026,,,,2,10.1088/1742-6596/507/4/042026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902258305&doi=10.1088%2f1742-6596%2f507%2f4%2f042026&partnerID=40&md5=2aaacdbaf880220f2a3fca568e43f0e7,Conference paper,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-84902258305
Sakai K.; Saari M.M.; Kiwa T.; Tsukada K.,"Sakai, Kenji (55453019800); Saari, Mohd Mawardi (57220107330); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",55453019800; 57220107330; 6603908017; 7201442097,Compact rotating-sample magnetometer for relaxation phenomenon measurement using HTS-SQUID,2013,IEEE Transactions on Applied Superconductivity,23,3,6399566,,,,8,10.1109/TASC.2012.2234324,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873365186&doi=10.1109%2fTASC.2012.2234324&partnerID=40&md5=2a4970c0d8ace7e088062ca684a3e0eb,Article,Final,,Scopus,2-s2.0-84873365186
Saari M.M.; Tsukamoto Y.; Kusaka T.; Ishihara Y.; Sakai K.; Kiwa T.; Tsukada K.,"Saari, Mohd Mawardi (57220107330); Tsukamoto, Yuya (56202582200); Kusaka, Toki (57212014621); Ishihara, Yuichi (23024826700); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",57220107330; 56202582200; 57212014621; 23024826700; 55453019800; 6603908017; 7201442097,Effect of diamagnetic contribution of water on harmonics distribution in a dilute solution of iron oxide nanoparticles measured using high-Tc SQUID magnetometer,2015,Journal of Magnetism and Magnetic Materials,394,,,260,265,5,14,10.1016/j.jmmm.2015.06.090,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936742882&doi=10.1016%2fj.jmmm.2015.06.090&partnerID=40&md5=396429c287caedabed04e3d9c477d13d,Article,Final,,Scopus,2-s2.0-84936742882
Nadzri N.A.; Hoe C.K.; Saari M.M.; Razali S.; Daud M.R.; Ahmad H.,"Nadzri, Nurul A’in (57201859397); Hoe, Chai Kar (57201849873); Saari, Mohd Mawardi (57220107330); Razali, Saifuddin (36810405400); Daud, Mohd Razali (57004537100); Ahmad, Hamzah (35304432800)",57201859397; 57201849873; 57220107330; 36810405400; 57004537100; 35304432800,Vehicle detection system using tunnel magnetoresistance sensor,2018,Lecture Notes in Mechanical Engineering,0,9.78981E+12,,547,555,8,2,10.1007/978-981-10-8788-2_49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046302803&doi=10.1007%2f978-981-10-8788-2_49&partnerID=40&md5=696617bdb0e51d255cceac437241b872,Book chapter,Final,,Scopus,2-s2.0-85046302803
Geem C.H.; Mohamed A.I.; Saari M.M.; Sulaiman M.H.,"Geem, Chan Hwee (57041326300); Mohamed, Amir Izzani (53984855400); Saari, Mohd Mawardi (57220107330); Sulaiman, Mohd Herwan (55336854400)",57041326300; 53984855400; 57220107330; 55336854400,Determination of image conversion ratio for Transient Luminous Events (TLEs) observation system,2017,"2017 IEEE 8th Control and System Graduate Research Colloquium, ICSGRC 2017 - Proceedings",,,8070598,217,220,3,0,10.1109/ICSGRC.2017.8070598,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039948239&doi=10.1109%2fICSGRC.2017.8070598&partnerID=40&md5=78d0142bdba95e406f482239f3ce4cd7,Conference paper,Final,,Scopus,2-s2.0-85039948239
